Reference_Species	Species	Genus	Subfamily	Family	Order	Class	Phylum	Kingdom	Realm	
Reference_BK013509	Bahnicevirus geocola	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013530	Bahnicevirus geoenecus	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013922	Bahnicevirus geohabitans	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013529	Bahnicevirus geovicinum	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013841	Bahnicevirus geovivens	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013648	Bahnicevirus limenecus	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013589	Bahnicevirus limicola	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013731	Bahnicevirus limihabitans	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013905	Bahnicevirus pedovicinum	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013971	Bahnicevirus pedovivens	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013805	Bahnicevirus soladaptatum	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013496	Bahnicevirus solenecus	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013520	Bahnicevirus solicola	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013815	Bahnicevirus solihabitans	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013532	Bahnicevirus solivicinum	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014020	Bahnicevirus solivivens	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013984	Bahnicevirus telluradaptatum	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013835	Bahnicevirus tellurenecus	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013536	Bahnicevirus telluricola	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013941	Bahnicevirus tellurihabitans	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013431	Bahnicevirus tellurivicinum	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014008	Bahnicevirus tellurivivens	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013517	Bahnicevirus terradaptatum	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013771	Bahnicevirus terricola	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013723	Belbovirus lutenecus	Belbovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014108	Berdovirus luticola	Berdovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013647	Bicehmovirus lutivivens	Bicehmovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014131	Bicehmovirus peladaptatum	Bicehmovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014210	Bicehmovirus pelenecus	Bicehmovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013652	Bidhavirus pelocola	Bidhavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013992	Brikhyavirus terrivicinum	Brikhyavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014102	Cahrlavirus caenivicinum	Cahrlavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013865	Cahtavirus humihabitans	Cahtavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014044	Catindovirus agricola	Catindovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013776	Cebevirus agrenecus	Cebevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_HM066936	Cebevirus halophobicum	Cebevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013418	Chlurivirus chorocola	Chlurivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013576	Chorovirus peladaptatum	Chorovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013401	Clitovirus chorohabitans	Clitovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013475	Cohrdavirus arvadaptatum	Cohrdavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013425	Cohrdavirus chorovicinum	Cohrdavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013542	Cohrdavirus chorovivens	Cohrdavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013371	Controvirus defluviicola	Controvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014019	Cunarovirus edaphovivens	Cunarovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013474	Cunarovirus pedadaptatum	Cunarovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013774	Cunarovirus pedenecus	Cunarovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013908	Cunarovirus pedocola	Cunarovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013886	Cunarovirus pedovicinum	Cunarovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013938	Cunarovirus pedovivens	Cunarovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013763	Cunarovirus pelovicinum	Cunarovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013853	Cunavirus pedohabitans	Cunarovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013642	Dohnjavirus caenadaptatum	Dohnjavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013979	Endehruvirus chthonenecus	Endehruvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013412	Endehruvirus chthonocola	Endehruvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013789	Eregrovirus chthonohabitans	Eregrovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013571	Erimutivirus chthonovicinum	Erimutivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014213	Fagihovirus caenihabitans	Fagihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013873	Fagihovirus chthonovivens	Fagihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013756	Fejonovirus limenecus	Fejonovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013944	Ferahgovirus geoadaptatum	Ferahgovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014091	Fluruvirus limivicinum	Fluruvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014168	Frobavirus limivivens	Frobavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014135	Fudhoevirus lutadaptatum	Fudhoevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014071	Fudhoevirus lutenecus	Fudhoevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013704	Gahmegovirus lutivicinum	Gahmegovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014084	Garnievirus lutivivens	Garnievirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013399	Gehrmavirus geocola	Gehrmavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013600	Gehrmavirus pelocola	Gehrmavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013826	Gernuduvirus geoenecus	Gernuduvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013998	Gihfavirus geohabitans	Gihfavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013632	Gihfavirus pelohabitans	Gihfavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014010	Gredihovirus agradaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013843	Gredihovirus agrenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013804	Gredihovirus agricola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013463	Gredihovirus agrihabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013816	Gredihovirus agrivicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013903	Gredihovirus agrivivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014012	Gredihovirus arvadaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013565	Gredihovirus arvenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013535	Gredihovirus arvicola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014045	Gredihovirus arvihabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013435	Gredihovirus arvivicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013924	Gredihovirus arvivivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013705	Gredihovirus asienecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013493	Gredihovirus choradaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013495	Gredihovirus chorenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013960	Gredihovirus chorocola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013409	Gredihovirus chorohabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013417	Gredihovirus chorovicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013832	Gredihovirus chorovivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013494	Gredihovirus chthonadaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014033	Gredihovirus chthonenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014015	Gredihovirus chthonocola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014022	Gredihovirus chthonohabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013845	Gredihovirus chthonovicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013895	Gredihovirus chthonovivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013386	Gredihovirus edaphadaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013808	Gredihovirus edaphenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013973	Gredihovirus edaphocola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013411	Gredihovirus edaphohabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013866	Gredihovirus edaphovicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013839	Gredihovirus edaphovivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013397	Gredihovirus geoadaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013928	Gredihovirus geocola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013461	Gredihovirus geoenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013482	Gredihovirus geohabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013982	Gredihovirus geovicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013803	Gredihovirus geovivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013896	Gredihovirus humadaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014042	Gredihovirus humenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014029	Gredihovirus humicola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013458	Gredihovirus humihabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013909	Gredihovirus humivicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013976	Gredihovirus humivivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013956	Gredihovirus neoagrenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013449	Gredihovirus neoagricola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013558	Gredihovirus neoagrihabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013779	Gredihovirus neoagrivicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013468	Gredihovirus neoagrivivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013408	Gredihovirus neochoradaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013965	Gredihovirus neochorenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013962	Gredihovirus neochorocola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013940	Gredihovirus neochorohabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013991	Gredihovirus neochorovicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013432	Gredihovirus neochorovivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013796	Gredihovirus neohumadaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013930	Gredihovirus neohumenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013813	Gredihovirus neohumicola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013884	Gredihovirus neohumihabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013450	Gredihovirus neohumivicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013775	Gredihovirus neohumivivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013560	Gredihovirus neotellurenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013383	Gredihovirus neotelluricola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013388	Gredihovirus neotellurihabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013391	Gredihovirus neotellurivicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013817	Gredihovirus neotellurivivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014004	Gredihovirus neoterradaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013814	Gredihovirus neoterrenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013974	Gredihovirus neoterricola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013794	Gredihovirus neoterrihabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013828	Gredihovirus neoterrivicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013501	Gredihovirus neoterrivivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013381	Gredihovirus paludicola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013404	Gredihovirus pedadaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013867	Gredihovirus pedenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014005	Gredihovirus pedocola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013479	Gredihovirus pedohabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013400	Gredihovirus pedovicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013879	Gredihovirus pedovivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013566	Gredihovirus soladaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
