Species	Species	Genus	Subfamily	Family	Order	Class	Phylum	Kingdom	Realm	
AB863625	Firingavirus RSK1	Firingavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU130129	Flaumdravirus KIL2	Flaumdravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU130126	Flaumdravirus KIL4	Flaumdravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK814760	Forzavirus forza	Forzavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH834613	Fowlmouthvirus fowlmouth	Fowlmouthvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT161385	Foxquatrovirus fox4	Foxquatrovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT161381	Foxunavirus fox1	Foxunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT161382	Foxunavirus fox2	Foxunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT161383	Foxunavirus fox3	Foxunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT161384	Foxunavirus fox5	Foxunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
HQ317390	Franklinbayvirus fv9A	Franklinbayvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK779875	Fremauxvirus CHPC971	Fremauxvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
EU081845	Fremauxvirus fv1706	Fremauxvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN699005	Fromanvirus alma	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX015524	Fromanvirus astro	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AY500153	Fromanvirus bethlehem	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN699000	Fromanvirus billknuckles	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JF957057	Fromanvirus bpbiebs31	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN698998	Fromanvirus bruns	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AF271693	Fromanvirus Bxb1	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
DQ398043	Fromanvirus Che12	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AF022214	Fromanvirus D29	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN153085	Fromanvirus doom	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN153086	Fromanvirus euphoria	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JF704107	Fromanvirus george	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX307704	Fromanvirus goose	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
EU744251	Fromanvirus jasper	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JF937099	Fromanvirus JC27	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
EU744248	Fromanvirus KBG	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JF937110	Fromanvirus kssjeb	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN699016	Fromanvirus kugel	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Z18946	Fromanvirus L5	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JF937100	Fromanvirus lesedi	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
EU744249	Fromanvirus lockley	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX307705	Fromanvirus marcell	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN020140	Fromanvirus mrgordo	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JF937103	Fromanvirus museum	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JQ698665	Fromanvirus nepal	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JF704110	Fromanvirus packman	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN572689	Fromanvirus perseus	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX411619	Fromanvirus rebeuca	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
GU339467	Fromanvirus redrock	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN398369	Fromanvirus ridgecb	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN831654	Fromanvirus saintus	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
GU247132	Fromanvirus skipole	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
EU826470	Fromanvirus solon	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JF937108	Fromanvirus switzer	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JF946695	Fromanvirus SWU1	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN408461	Fromanvirus trixie	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JQ512844	Fromanvirus twister	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AY500152	Fromanvirus U2	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN687951	Fromanvirus violet	Fromanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AB231700	Fukuivirus LMM01	Fukuivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF356199	Fukuivirus MVDC	Fukuivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ567043	Gaiavirus gaia	Gaiavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF140397	Galaxyvirus abidatro	Galaxyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU160644	Galaxyvirus galaxy	Galaxyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR053194	Galunavirus GAL1	Galunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR063279	Gamtrevirus GMA3	Gamtrevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT740731	Gervaisevirus claudettte	Gervaisevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT740740	Gervaisevirus gervaise	Gervaisevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH638294	Gervaisevirus GP4	Gervaisevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR063278	Getseptimavirus GMA7	Getseptimavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN035618	Getseptimavirus GTE7	Getseptimavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX557278	Ghobesvirus ghobes	Ghobesvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
EU203571	Gilesvirus giles	Gilesvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH727556	Gillianvirus oneinagillian	Gillianvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR063281	Gimaduovirus GMA2	Gimaduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN586039	Gladiatorvirus blinn1	Gladiatorvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF560332	Gladiatorvirus CloudWang3	Gladiatorvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN049605	Gladiatorvirus ericB	Gladiatorvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JF704097	Gladiatorvirus gladiator	Gladiatorvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JF937094	Gladiatorvirus hammer	Gladiatorvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN699019	Gladiatorvirus jeffabunny	Gladiatorvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK359352	Gladiatorvirus jewelbug	Gladiatorvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG099945	Gladiatorvirus koko	Gladiatorvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH155876	Gladiatorvirus priamo	Gladiatorvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF560334	Gladiatorvirus zaka	Gladiatorvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
LR595862	Glaedevirus gv2H10	Glaedevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK620899	Godonkavirus godonK	Godonkavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN096369	Godonkavirus phendrix	Godonkavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH898687	Gofduovirus edno5	Gofduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AP014629	Gofduovirus GF2	Gofduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK016495	Goodmanvirus goodman	Goodmanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU160641	Gordonvirus captnmurica	Gordonvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU160646	Gordonvirus gordon	Gordonvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KP790008	Gordtnkvirus gordtnk2	Gordtnkvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY742649	Gorganvirus isfahan	Gorganvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX557281	Gorjumvirus jumbo	Gorjumvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK327938	Goslarvirus goslar	Goslarvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR053198	Grutrevirus GMA5	Grutrevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR053197	Grutrevirus GRU3	Grutrevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG198784	Gustavvirus gustav	Gustavvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG198783	Gustavvirus mahdia	Gustavvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH431938	Halcyonevirus C7Cdelta	Halcyonevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH460827	Halcyonevirus halcyone	Halcyonevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH460825	Halcyonevirus scottie	Halcyonevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KT755656	Halcyonevirus tripp	Halcyonevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH460824	Halcyonevirus unity	Halcyonevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
EU399241	Hapunavirus HAP1	Hapunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
EF057797	Hapunavirus VP882	Hapunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT613935	Harrisonburgvirus persinger	Harrisonburgvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN812207	Hattifnattvirus hattifnatt	Hattifnattvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX557279	Hedwigvirus hedwig	Hedwigvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG020111	Heilongjiangvirus Lb	Heilongjiangvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KC821613	Helsingorvirus Cba121	Helsingorvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KC821617	Helsingorvirus Cba171	Helsingorvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KC821619	Helsingorvirus Cba181	Helsingorvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH910036	Hestiavirus hestia	Hestiavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AB775548	Hiroshimavirus PPpW3	Hiroshimavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK279841	Hiyaavirus hiyaa	Hiyaavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN698994	Hnatkovirus DS6A	Hnatkovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AY625898	Hollowayvirus F116	Hollowayvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KC262634	Hollowayvirus H66	Hollowayvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF580955	Holosalinivirus M1EM1	Holosalinivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF580957	Holosalinivirus M8CR302	Holosalinivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ094020	Homburgvirus LP26	Homburgvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX126920	Homburgvirus LP37	Homburgvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX126919	Homburgvirus LP110	Homburgvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ094021	Homburgvirus LP114	Homburgvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX442241	Homburgvirus P70	Homburgvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU252585	Howevirus howe	Howevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN428055	Howevirus mcklovin	Howevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KT725776	Hubeivirus MY192	Hubeivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX227757	Hubeivirus PfEFR4	Hubeivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH363708	Hungariovirus C1302	Hungariovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR905068	Iaduovirus iA2	Iaduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF623294	Iapetusvirus EaH1	Iapetusvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN029011	Iggyvirus iggy	Iggyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK816297	Iggyvirus PBPA162	Iggyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG324353	Ikedavirus phi673	Ikedavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG324354	Ikedavirus phi674	Ikedavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG839019	Ilzatvirus hamlet	Ilzatvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG839029	Ilzatvirus ilzat	Ilzatvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN062703	Ilzatvirus mcgalleon	Ilzatvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK894437	Ilzatvirus monchoix	Ilzatvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH153811	Ilzatvirus teagan	Ilzatvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MW353175	Immutovirus immuto	Immutovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR136259	Incheonvirus P12002L	Incheonvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR136260	Incheonvirus P12002S	Incheonvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN585993	Indlulamithivirus indlulamithi	Indlulamithivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JQ823123	Inhavirus P12024L	Inhavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JQ823122	Inhavirus P12024S	Inhavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
EU876853	Iodovirus PLPE	Iodovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
GQ357915	Ionavirus W14	Ionavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH910037	Isoldevirus isolde	Isoldevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MW460249	Ittyvirus itty13	Ittyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH153804	Jacevirus jace	Jacevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AY616446	Jarrellvirus BCAJ1	Jarrellvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF668266	Jasminevirus adat	Jasminevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU160650	Jasminevirus jasmine	Jasminevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX866719	Jedunavirus JD001	Jedunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF663761	Jedunavirus KpV52	Jedunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX237516	Jedunavirus KpV80	Jedunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KT151955	Jenstvirus jenst	Jenstvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KC595514	Jimmervirus jimmer	Jimmervirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KT151956	Jimmervirus osiris	Jimmervirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
LR597643	Jouyvirus ev017	Jouyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
LR597636	Jouyvirus ev207	Jouyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
LR595850	Jouyvirus jv1H12	Jouyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH727550	Juiceboxvirus juicebox	Juiceboxvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT723935	Jujuvirus azula	Jujuvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MW291016	Jujuvirus blino	Jujuvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH536818	Jujuvirus frokostdame	Jujuvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN062704	Jujuvirus juju	Jujuvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH153808	Jujuvirus petra	Jujuvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK501729	Jujuvirus walrus	Jujuvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KC171646	Junavirus J1	Junavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF999224	Junavirus LJ	Junavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KC171647	Junavirus PL1	Junavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AB757800	Kafunavirus KF1	Kafunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF580961	Kairosalinivirus M31CR412	Kairosalinivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF629150	Kairosalinivirus SRUTV1	Kairosalinivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX965989	Kamchatkavirus AP45	Kamchatkavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU647626	Kelleziovirus kellezzio	Kelleziovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU647627	Kelleziovirus kitkat	Kelleziovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH128984	Kelquatrovirus KL4	Kelquatrovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH884508	Kenyattavirus kv136	Kenyattavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JF939047	Kilunavirus KL1	Kilunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF472895	Kimonavirus kimona	Kimonavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KM879463	Klausavirus ArV1	Klausavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF185718	Klausavirus colucci	Klausavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN703411	Klausavirus dryang	Klausavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH744419	Klausavirus kburrousTX	Klausavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN234234	Klausavirus lymara	Klausavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU160660	Klausavirus princesstrina	Klausavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX483876	Kleczkowskavirus RHEph4	Kleczkowskavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AB720063	Klementvirus CP1	Klementvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG596800	Knuthellervirus PMBT14	Knuthellervirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AB910393	Kochitakasuvirus KPP25	Kochitakasuvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
LC102729	Kochitakasuvirus R18	Kochitakasuvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG925343	Kojivirus golden	Kojivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG925345	Kojivirus koji	Kojivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
FJ174691	Konstantinevirus konstantine	Konstantinevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU160640	Korravirus bennie	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK112529	Korravirus bigmack	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU160643	Korravirus drrobert	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT498050	Korravirus gisselle	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU160645	Korravirus glenn	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK279854	Korravirus greenhearts	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX688103	Korravirus greenhouse	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
